14:43:30 HiRAG INFO: Loading the document from the document path: benchmark/2wiki/2wiki_corpus_100.txt
[2025-06-19T14:43:30Z WARN  lance::dataset::scanner] nprobes is not set because nearest has not been called yet
14:43:30 HiRAG INFO: Loaded 36 documents
14:43:43 HiRAG INFO: Chunking time: 13.627s
14:43:43 HiRAG INFO: Chunking time: 13.627s
14:43:43 HiRAG INFO: Chunking time: 13.628s
14:43:43 HiRAG INFO: Chunking time: 13.627s
14:43:43 HiRAG INFO: Chunking time: 13.627s
14:43:43 HiRAG INFO: Chunking time: 13.626s
14:43:43 HiRAG INFO: Chunking time: 13.625s
14:43:43 HiRAG INFO: Chunking time: 13.625s
14:43:43 HiRAG INFO: Chunking time: 13.624s
14:43:43 HiRAG INFO: Chunking time: 13.623s
14:43:43 HiRAG INFO: Chunking time: 13.623s
14:43:43 HiRAG INFO: Chunking time: 13.622s
14:43:43 HiRAG INFO: Chunking time: 13.621s
14:43:43 HiRAG INFO: Chunking time: 13.620s
14:43:43 HiRAG INFO: Chunking time: 13.627s
14:43:43 HiRAG INFO: Chunking time: 13.626s
14:43:43 HiRAG INFO: Chunking time: 13.625s
14:43:43 HiRAG INFO: Chunking time: 13.625s
14:43:43 HiRAG INFO: Chunking time: 13.624s
14:43:43 HiRAG INFO: Chunking time: 13.623s
14:43:43 HiRAG INFO: Chunking time: 13.622s
14:43:43 HiRAG INFO: Chunking time: 13.620s
14:43:43 HiRAG INFO: Chunking time: 13.619s
14:43:43 HiRAG INFO: Chunking time: 13.618s
14:43:43 HiRAG INFO: Chunking time: 13.617s
14:43:43 HiRAG INFO: Chunking time: 13.616s
14:43:43 HiRAG INFO: Chunking time: 13.615s
14:43:43 HiRAG INFO: Chunking time: 13.613s
14:43:43 HiRAG INFO: Chunking time: 13.612s
14:43:43 HiRAG INFO: Chunking time: 13.611s
14:43:43 HiRAG INFO: Chunking time: 13.610s
14:43:43 HiRAG INFO: Chunking time: 13.608s
14:43:43 HiRAG INFO: Chunking time: 13.608s
14:43:43 HiRAG INFO: Chunking time: 13.606s
14:43:43 HiRAG INFO: Chunking time: 13.605s
14:43:43 HiRAG INFO: Chunking time: 13.604s
14:44:10 HiRAG INFO: Upsert chunks time: 26.647s
14:44:11 HiRAG INFO: Entity extraction time: 9.987s
14:44:11 HiRAG INFO: Upsert chunks time: 28.094s
14:44:12 HiRAG INFO: Upsert chunks time: 28.611s
14:44:13 HiRAG INFO: Upsert chunks time: 30.072s
14:44:14 HiRAG INFO: Entity extraction time: 12.176s
14:44:14 HiRAG INFO: Upsert chunks time: 31.054s
14:44:15 HiRAG INFO: Upsert chunks time: 31.683s
14:44:15 HiRAG INFO: Entity extraction time: 10.487s
14:44:15 HiRAG INFO: Entity extraction time: 6.467s
14:44:17 HiRAG INFO: Upsert chunks time: 33.635s
14:44:19 HiRAG INFO: Upsert chunks time: 35.590s
14:44:20 HiRAG INFO: Upsert chunks time: 37.119s
14:44:20 HiRAG INFO: Entity extraction time: 8.542s
14:44:21 HiRAG INFO: Entity extraction time: 13.322s
14:44:21 HiRAG INFO: Upsert chunks time: 38.090s
14:44:22 HiRAG INFO: Upsert chunks time: 38.600s
14:44:22 HiRAG INFO: Entity extraction time: 12.004s
14:44:22 HiRAG INFO: Entity extraction time: 10.915s
14:44:23 HiRAG INFO: Entity extraction time: 9.297s
14:44:23 HiRAG INFO: Entity extraction time: 8.481s
14:44:23 HiRAG INFO: Upsert chunks time: 39.541s
14:44:23 HiRAG INFO: Entity extraction time: 16.052s
14:44:24 HiRAG INFO: Upsert chunks time: 40.648s
14:44:25 HiRAG INFO: Upsert chunks time: 41.654s
14:44:25 HiRAG INFO: Entity extraction time: 10.404s
14:44:26 HiRAG INFO: Entity extraction time: 19.834s
14:44:28 HiRAG INFO: Entity extraction time: 23.977s
14:44:28 HiRAG INFO: Entity extraction time: 7.600s
14:44:29 HiRAG INFO: Entity extraction time: 6.684s
14:44:30 HiRAG INFO: Entity extraction time: 6.148s
14:44:31 HiRAG INFO: Entity extraction time: 9.981s
14:44:34 HiRAG INFO: Entity extraction time: 11.938s
14:44:35 HiRAG INFO: Entity extraction time: 16.252s
14:44:36 HiRAG INFO: Entity extraction time: 19.428s
14:44:41 HiRAG INFO: Entity extraction time: 16.536s
14:48:37 HiRAG INFO: Upsert entities time: 261.436s
14:48:37 HiRAG INFO: Upsert nodes time: 0.000s
14:48:48 HiRAG INFO: Relation extraction time: 11.526s
14:48:48 HiRAG INFO: Upsert relations time: 0.001s
14:49:37 HiRAG INFO: Upsert entities time: 331.371s
14:49:37 HiRAG INFO: Upsert nodes time: 0.000s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity EASTENDERS not found in entities_dict, skipping relation {'src_id': 'DAN MILNE', 'tgt_id': 'EASTENDERS', 'weight': 9.0, 'description': "Dan Milne is best known for his role in 'EastEnders', establishing a connection through acting.", 'source_id': 'chunk-6e0ec089d5878634e20fe1f2f9924ab9'}
  warnings.warn(
14:49:46 HiRAG INFO: Relation extraction time: 9.344s
14:49:46 HiRAG INFO: Upsert relations time: 0.001s
14:49:49 HiRAG INFO: Upsert entities time: 328.436s
14:49:49 HiRAG INFO: Upsert nodes time: 0.000s
14:49:56 HiRAG INFO: Relation extraction time: 7.414s
14:49:56 HiRAG INFO: Upsert relations time: 0.000s
14:50:20 HiRAG INFO: Upsert entities time: 383.363s
14:50:20 HiRAG INFO: Upsert nodes time: 0.000s
14:50:23 HiRAG INFO: Upsert entities time: 386.281s
14:50:23 HiRAG INFO: Upsert nodes time: 0.000s
14:50:35 HiRAG INFO: Relation extraction time: 14.707s
14:50:35 HiRAG INFO: Upsert relations time: 0.001s
14:50:40 HiRAG INFO: Relation extraction time: 17.080s
14:50:40 HiRAG INFO: Upsert relations time: 0.001s
14:50:41 HiRAG INFO: Upsert entities time: 398.141s
14:50:41 HiRAG INFO: Upsert nodes time: 0.000s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity ISFAHAN PROVINCE not found in entities_dict, skipping relation {'src_id': 'CHADEGAN COUNTY', 'tgt_id': 'ISFAHAN PROVINCE', 'weight': 10.0, 'description': 'Chadegan County is located within Isfahan Province, establishing an administrative relationship between them.', 'source_id': 'chunk-4afcb52d5e1151133a4cb7b509379c8d'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity ISFAHAN PROVINCE not found in entities_dict, skipping relation {'src_id': 'KABUTARSORKH RURAL DISTRICT', 'tgt_id': 'ISFAHAN PROVINCE', 'weight': 10.0, 'description': 'Kabutarsorkh Rural District is located in Isfahan Province, indicating a direct geographical relationship.', 'source_id': 'chunk-4afcb52d5e1151133a4cb7b509379c8d'}
  warnings.warn(
14:50:52 HiRAG INFO: Relation extraction time: 11.655s
14:50:52 HiRAG INFO: Upsert relations time: 0.001s
14:51:20 HiRAG INFO: Upsert entities time: 410.449s
14:51:20 HiRAG INFO: Upsert nodes time: 0.000s
14:51:22 HiRAG INFO: Upsert entities time: 412.332s
14:51:24 HiRAG INFO: Upsert nodes time: 2.052s
14:51:27 HiRAG INFO: Relation extraction time: 7.542s
14:51:27 HiRAG INFO: Upsert relations time: 0.001s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity FILM, TELEVISION AND THEATRE not found in entities_dict, skipping relation {'src_id': 'PETER LEVIN', 'tgt_id': 'FILM, TELEVISION AND THEATRE', 'weight': 8.0, 'description': 'Peter Levin is identified as an American director of film, television, and theatre, linking him to these entertainment sectors.', 'source_id': 'chunk-df434da3e0a88db02e658db0605d3290'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity AMERICAN DIRECTOR not found in entities_dict, skipping relation {'src_id': 'PETER LEVIN', 'tgt_id': 'AMERICAN DIRECTOR', 'weight': 7.0, 'description': "Peter Levin's profession as an American director links him to a broader category of professionals in film and television direction.", 'source_id': 'chunk-df434da3e0a88db02e658db0605d3290'}
  warnings.warn(
14:51:32 HiRAG INFO: Relation extraction time: 7.320s
14:51:32 HiRAG INFO: Upsert relations time: 0.000s
14:52:02 HiRAG INFO: Upsert entities time: 459.284s
14:52:04 HiRAG INFO: Upsert nodes time: 1.830s
14:52:05 HiRAG INFO: Upsert entities time: 461.772s
14:52:05 HiRAG INFO: Upsert nodes time: 0.000s
14:52:08 HiRAG INFO: Upsert entities time: 462.546s
14:52:08 HiRAG INFO: Upsert nodes time: 0.000s
14:52:10 HiRAG INFO: Upsert entities time: 464.228s
14:52:10 HiRAG INFO: Upsert nodes time: 0.000s
14:52:15 HiRAG INFO: Relation extraction time: 10.816s
14:52:15 HiRAG INFO: Upsert relations time: 0.001s
14:52:16 HiRAG INFO: Upsert entities time: 467.935s
14:52:16 HiRAG INFO: Upsert nodes time: 0.000s
14:52:17 HiRAG INFO: Relation extraction time: 12.963s
14:52:17 HiRAG INFO: Upsert relations time: 0.001s
14:52:18 HiRAG INFO: Relation extraction time: 10.386s
14:52:18 HiRAG INFO: Upsert relations time: 0.001s
14:52:24 HiRAG INFO: Relation extraction time: 14.139s
14:52:24 HiRAG INFO: Upsert relations time: 0.001s
14:52:26 HiRAG INFO: Relation extraction time: 10.575s
14:52:26 HiRAG INFO: Upsert relations time: 0.001s
14:52:31 HiRAG INFO: Upsert entities time: 511.107s
14:52:31 HiRAG INFO: Upsert nodes time: 0.000s
14:52:41 HiRAG INFO: Upsert entities time: 514.851s
14:52:41 HiRAG INFO: Relation extraction time: 10.448s
14:52:41 HiRAG INFO: Upsert relations time: 0.001s
14:52:43 HiRAG INFO: Upsert entities time: 515.707s
14:52:45 HiRAG INFO: Upsert nodes time: 3.764s
14:52:47 HiRAG INFO: Upsert nodes time: 3.881s
14:52:49 HiRAG INFO: Upsert entities time: 513.457s
14:52:50 HiRAG INFO: Upsert nodes time: 1.385s
/chatbot/src/hirag_prod/entity/vanilla.py:324: UserWarning: Source entity ALTDID BALLADE not found in entities_dict, skipping relation {'src_id': 'ALTDID BALLADE', 'tgt_id': 'GABRIEL AXEL', 'weight': 10.0, 'description': "Gabriel Axel directed the film 'Altid ballade,' establishing a direct creator-creation relationship.", 'source_id': 'chunk-b4b691b124873e04328823cb3545c80c'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:324: UserWarning: Source entity ALTDID BALLADE not found in entities_dict, skipping relation {'src_id': 'ALTDID BALLADE', 'tgt_id': 'EDITH CARLMAR', 'weight': 9.0, 'description': "The film 'Altid ballade' is a remake of Edith Carlmar's film, linking them through cinematic adaptation.", 'source_id': 'chunk-b4b691b124873e04328823cb3545c80c'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity ALTDID BALLADE not found in entities_dict, skipping relation {'src_id': 'GABRIEL AXEL', 'tgt_id': 'ALTDID BALLADE', 'weight': 10.0, 'description': "Gabriel Axel is the director of 'Altid ballade,' establishing a creator-creation relationship.", 'source_id': 'chunk-b4b691b124873e04328823cb3545c80c'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity ALTDID BALLADE not found in entities_dict, skipping relation {'src_id': 'SIGRID HORNE-RASMUSSEN', 'tgt_id': 'ALTDID BALLADE', 'weight': 9.0, 'description': "Sigrid Horne-Rasmussen starred in 'Altid ballade,' highlighting her involvement in the film.", 'source_id': 'chunk-b4b691b124873e04328823cb3545c80c'}
  warnings.warn(
14:52:54 HiRAG INFO: Relation extraction time: 9.478s
14:52:54 HiRAG INFO: Upsert relations time: 0.000s
14:52:56 HiRAG INFO: Relation extraction time: 9.775s
14:52:56 HiRAG INFO: Upsert relations time: 0.002s
14:52:58 HiRAG INFO: Upsert entities time: 542.928s
/chatbot/src/hirag_prod/entity/vanilla.py:324: UserWarning: Source entity ELTONTO not found in entities_dict, skipping relation {'src_id': 'ELTONTO', 'tgt_id': 'CHARLIE DAY', 'weight': 8.0, 'description': 'El Tonto is written and directed by Charlie Day, establishing a direct creative relationship.', 'source_id': 'chunk-f0e2d7e40b6a681e84f93f9b7f57b2cb'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity THE AVN HALL OF FAME not found in entities_dict, skipping relation {'src_id': 'SCOTTY FOX', 'tgt_id': 'THE AVN HALL OF FAME', 'weight': 8.0, 'description': "Scotty Fox's membership in the AVN Hall of Fame highlights his significance in the adult film industry.", 'source_id': 'chunk-f0e2d7e40b6a681e84f93f9b7f57b2cb'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity TOMOO SHIMOGAWARA not found in entities_dict, skipping relation {'src_id': 'RINGO-EN NO SHŌJO', 'tgt_id': 'TOMOO SHIMOGAWARA', 'weight': 7.0, 'description': "Tomoo Shimogawara was the art director for Ringo-en no shōjo, linking him to the film's visual style.", 'source_id': 'chunk-f0e2d7e40b6a681e84f93f9b7f57b2cb'}
  warnings.warn(
14:53:00 HiRAG INFO: Relation extraction time: 9.825s
14:53:00 HiRAG INFO: Upsert relations time: 0.000s
14:53:00 HiRAG INFO: Upsert nodes time: 2.534s
14:53:03 HiRAG INFO: Upsert entities time: 511.531s
14:53:04 HiRAG INFO: Upsert nodes time: 1.182s
14:53:13 HiRAG INFO: Upsert entities time: 555.190s
14:53:14 HiRAG INFO: Relation extraction time: 14.183s
14:53:14 HiRAG INFO: Upsert relations time: 0.001s
14:53:17 HiRAG INFO: Relation extraction time: 12.848s
14:53:17 HiRAG INFO: Upsert relations time: 0.000s
14:53:17 HiRAG INFO: Upsert nodes time: 4.558s
14:53:20 HiRAG INFO: Upsert entities time: 555.149s
14:53:22 HiRAG INFO: Upsert nodes time: 1.943s
14:53:23 HiRAG INFO: Upsert entities time: 548.722s
14:53:23 HiRAG INFO: Upsert nodes time: 0.000s
14:53:24 HiRAG INFO: Upsert entities time: 543.367s
14:53:26 HiRAG INFO: Upsert entities time: 544.398s
14:53:28 HiRAG INFO: Upsert nodes time: 3.209s
14:53:30 HiRAG INFO: Upsert nodes time: 4.144s
14:53:33 HiRAG INFO: Relation extraction time: 11.521s
14:53:33 HiRAG INFO: Upsert relations time: 0.001s
14:53:34 HiRAG INFO: Relation extraction time: 11.031s
14:53:34 HiRAG INFO: Upsert relations time: 0.001s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity JAPAN not found in entities_dict, skipping relation {'src_id': 'THE WONDERFUL WORLD OF CAPTAIN KUHIO', 'tgt_id': 'JAPAN', 'weight': 7.0, 'description': "The film was released in Japan, establishing an international connection with the film's distribution.", 'source_id': 'chunk-9549ccd9e8ff759c531183f83ba2d19f'}
  warnings.warn(
14:53:36 HiRAG INFO: Relation extraction time: 18.414s
14:53:36 HiRAG INFO: Upsert relations time: 0.001s
14:53:39 HiRAG INFO: Relation extraction time: 11.050s
14:53:39 HiRAG INFO: Upsert relations time: 0.001s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity AUSTRALIA not found in entities_dict, skipping relation {'src_id': 'TOM DICKINSON', 'tgt_id': 'AUSTRALIA', 'weight': 5.0, 'description': 'Tom Dickinson was born in Australia, connecting his origin to his identity as a cricketer.', 'source_id': 'chunk-37390a57136d7db357f4fd4abb3c1b5d'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity SCHOOLMASTER not found in entities_dict, skipping relation {'src_id': 'TOM DICKINSON', 'tgt_id': 'SCHOOLMASTER', 'weight': 6.0, 'description': 'After his cricket career, Tom Dickinson became a schoolmaster, indicating a shift in his professional life.', 'source_id': 'chunk-37390a57136d7db357f4fd4abb3c1b5d'}
  warnings.warn(
14:53:43 HiRAG INFO: Relation extraction time: 12.562s
14:53:43 HiRAG INFO: Upsert relations time: 0.001s
14:54:16 HiRAG INFO: Upsert entities time: 593.540s
14:54:18 HiRAG INFO: Upsert nodes time: 2.582s
14:54:30 HiRAG INFO: Upsert entities time: 593.575s
14:54:31 HiRAG INFO: Upsert entities time: 630.160s
14:54:31 HiRAG INFO: Upsert nodes time: 0.000s
14:54:33 HiRAG INFO: Upsert nodes time: 3.411s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity FIRST-CLASS CRICKETER not found in entities_dict, skipping relation {'src_id': 'JOHN AUBREY ALLEN', 'tgt_id': 'FIRST-CLASS CRICKETER', 'weight': 10.0, 'description': 'John Aubrey Allen is identified as a first-class cricketer, categorizing his level of play in the sport.', 'source_id': 'chunk-7d28723cedfec09ce9670ad9ecbea796'}
  warnings.warn(
14:54:34 HiRAG INFO: Relation extraction time: 15.179s
14:54:34 HiRAG INFO: Upsert relations time: 0.001s
14:54:35 HiRAG INFO: Upsert entities time: 631.354s
14:54:35 HiRAG INFO: Upsert nodes time: 0.001s
14:54:37 HiRAG INFO: Upsert entities time: 626.073s
14:54:39 HiRAG INFO: Upsert nodes time: 2.129s
14:54:41 HiRAG INFO: Relation extraction time: 10.076s
14:54:41 HiRAG INFO: Upsert relations time: 0.000s
14:54:44 HiRAG INFO: Upsert entities time: 610.428s
14:54:46 HiRAG INFO: Upsert entities time: 649.467s
14:54:47 HiRAG INFO: Upsert nodes time: 2.940s
14:54:47 HiRAG INFO: Relation extraction time: 13.913s
14:54:47 HiRAG INFO: Upsert relations time: 0.001s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity RAJINDER SINGH BEDI not found in entities_dict, skipping relation {'src_id': 'AAS KA PANCHHI', 'tgt_id': 'RAJINDER SINGH BEDI', 'weight': 8.0, 'description': 'Rajinder Singh Bedi co-wrote Aas Ka Panchhi, establishing a connection through writing.', 'source_id': 'chunk-a460d016ad25a0f5b5ec8b0303e00fcf'}
  warnings.warn(
14:54:51 HiRAG INFO: Relation extraction time: 16.485s
14:54:51 HiRAG INFO: Upsert relations time: 0.002s
14:54:52 HiRAG INFO: Upsert nodes time: 5.330s
14:55:01 HiRAG INFO: Upsert entities time: 638.069s
14:55:01 HiRAG INFO: Upsert nodes time: 0.001s
14:55:01 HiRAG INFO: Relation extraction time: 22.042s
14:55:01 HiRAG INFO: Upsert relations time: 0.002s
14:55:01 HiRAG INFO: Relation extraction time: 14.004s
14:55:01 HiRAG INFO: Upsert relations time: 0.001s
14:55:04 HiRAG INFO: Upsert entities time: 668.260s
14:55:06 HiRAG INFO: Upsert nodes time: 2.047s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity LAMBER not found in entities_dict, skipping relation {'src_id': "TUSCANY'S POLITICAL LANDSCAPE", 'tgt_id': 'LAMBER', 'weight': 7.0, 'description': "Lambert's actions and status played a significant role in shaping Tuscany's political landscape.", 'source_id': 'chunk-1f91bfd918df15f1bc5fee82a634df24'}
  warnings.warn(
14:55:07 HiRAG INFO: Relation extraction time: 15.568s
14:55:07 HiRAG INFO: Upsert relations time: 0.001s
14:55:16 HiRAG INFO: Relation extraction time: 15.270s
14:55:16 HiRAG INFO: Upsert relations time: 0.001s
14:55:17 HiRAG INFO: Relation extraction time: 10.297s
14:55:17 HiRAG INFO: Upsert relations time: 0.001s
14:55:17 HiRAG INFO: Upsert entities time: 641.736s
14:55:19 HiRAG INFO: Upsert nodes time: 1.741s
14:55:34 HiRAG INFO: Relation extraction time: 15.637s
14:55:34 HiRAG INFO: Upsert relations time: 0.003s
14:55:44 HiRAG INFO: Upsert entities time: 662.424s
14:55:45 HiRAG INFO: Upsert entities time: 677.086s
14:55:47 HiRAG INFO: Upsert nodes time: 3.481s
14:55:48 HiRAG INFO: Upsert nodes time: 3.584s
14:56:02 HiRAG INFO: Relation extraction time: 15.189s
14:56:02 HiRAG INFO: Upsert relations time: 0.002s
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity CLASSIC FILMS not found in entities_dict, skipping relation {'src_id': 'SWASHBUCKLER', 'tgt_id': 'CLASSIC FILMS', 'weight': 8.0, 'description': "The swashbuckler films directed by Curtiz, such as 'Captain Blood', have become classics in cinema history.", 'source_id': 'chunk-1e96b3f6244190cd53c9e61d84402e29'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity CLASSIC FILMS not found in entities_dict, skipping relation {'src_id': 'HOLLYWOOD', 'tgt_id': 'CLASSIC FILMS', 'weight': 9.0, 'description': "CURTIZ's direction and innovative styles set benchmarks for classic films in Hollywood.", 'source_id': 'chunk-1e96b3f6244190cd53c9e61d84402e29'}
  warnings.warn(
/chatbot/src/hirag_prod/entity/vanilla.py:331: UserWarning: Target entity CLASSIC FILMS not found in entities_dict, skipping relation {'src_id': 'HISTORICAL EPIC', 'tgt_id': 'CLASSIC FILMS', 'weight': 8.0, 'description': "Curtiz's work on historical epics contributes to the collection of classic films from his era.", 'source_id': 'chunk-1e96b3f6244190cd53c9e61d84402e29'}
  warnings.warn(
14:56:09 HiRAG INFO: Relation extraction time: 20.581s
14:56:09 HiRAG INFO: Upsert relations time: 0.002s
14:56:09 HiRAG INFO: Total pipeline time: 759.501s
