nohup: ignoring input
02:28:24 HiRAG INFO: Loading the document from the document path: benchmark/2wiki/2wiki_corpus.txt
[2025-06-20T02:28:24Z WARN  lance::dataset::scanner] nprobes is not set because nearest has not been called yet
02:28:24 HiRAG INFO: Loaded 2770 documents
02:28:58 HiRAG INFO: Chunking time: 33.804s
02:28:58 HiRAG INFO: Chunking time: 33.803s
02:28:58 HiRAG INFO: Chunking time: 33.801s
02:28:58 HiRAG INFO: Chunking time: 33.799s
02:28:58 HiRAG INFO: Chunking time: 33.797s
02:28:58 HiRAG INFO: Chunking time: 33.793s
02:28:58 HiRAG INFO: Chunking time: 33.796s
02:28:58 HiRAG INFO: Chunking time: 33.641s
02:28:58 HiRAG INFO: Chunking time: 33.636s
02:28:58 HiRAG INFO: Chunking time: 33.638s
02:28:58 HiRAG INFO: Chunking time: 33.634s
02:28:58 HiRAG INFO: Chunking time: 33.635s
02:28:58 HiRAG INFO: Chunking time: 33.633s
02:28:58 HiRAG INFO: Chunking time: 33.631s
02:28:58 HiRAG INFO: Chunking time: 33.627s
02:28:58 HiRAG INFO: Chunking time: 33.632s
02:28:58 HiRAG INFO: Chunking time: 33.626s
02:28:58 HiRAG INFO: Chunking time: 33.623s
02:28:58 HiRAG INFO: Chunking time: 33.623s
02:28:58 HiRAG INFO: Chunking time: 33.630s
02:28:58 HiRAG INFO: Chunking time: 33.624s
02:28:58 HiRAG INFO: Chunking time: 33.626s
02:28:58 HiRAG INFO: Chunking time: 33.622s
02:28:58 HiRAG INFO: Chunking time: 33.620s
02:28:58 HiRAG INFO: Chunking time: 33.619s
02:28:58 HiRAG INFO: Chunking time: 33.615s
02:28:58 HiRAG INFO: Chunking time: 33.622s
02:28:58 HiRAG INFO: Chunking time: 33.616s
02:28:58 HiRAG INFO: Chunking time: 33.614s
02:28:58 HiRAG INFO: Chunking time: 33.613s
02:28:58 HiRAG INFO: Chunking time: 33.611s
02:28:58 HiRAG INFO: Chunking time: 33.608s
02:28:58 HiRAG INFO: Chunking time: 33.606s
02:28:58 HiRAG INFO: Chunking time: 33.606s
02:28:58 HiRAG INFO: Chunking time: 33.613s
02:28:58 HiRAG INFO: Chunking time: 33.612s
02:28:58 HiRAG INFO: Chunking time: 33.610s
02:28:58 HiRAG INFO: Chunking time: 33.608s
02:28:58 HiRAG INFO: Chunking time: 33.606s
02:28:58 HiRAG INFO: Chunking time: 33.603s
02:28:58 HiRAG INFO: Chunking time: 33.601s
02:28:58 HiRAG INFO: Chunking time: 33.599s
02:28:58 HiRAG INFO: Chunking time: 33.597s
02:28:58 HiRAG INFO: Chunking time: 33.595s
02:28:58 HiRAG INFO: Chunking time: 33.593s
02:28:58 HiRAG INFO: Chunking time: 33.637s
02:28:58 HiRAG INFO: Chunking time: 33.603s
02:28:58 HiRAG INFO: Chunking time: 33.603s
02:28:58 HiRAG INFO: Chunking time: 33.606s
02:28:58 HiRAG INFO: Chunking time: 33.599s
02:28:58 HiRAG INFO: Chunking time: 33.602s
02:28:58 HiRAG INFO: Chunking time: 33.595s
02:28:58 HiRAG INFO: Chunking time: 33.592s
02:28:58 HiRAG INFO: Chunking time: 33.592s
02:28:58 HiRAG INFO: Chunking time: 33.590s
02:28:58 HiRAG INFO: Chunking time: 33.588s
02:28:58 HiRAG INFO: Chunking time: 33.585s
02:28:58 HiRAG INFO: Chunking time: 33.601s
02:28:58 HiRAG INFO: Chunking time: 33.583s
02:28:58 HiRAG INFO: Chunking time: 33.578s
02:28:58 HiRAG INFO: Chunking time: 33.581s
02:28:58 HiRAG INFO: Chunking time: 33.576s
02:28:58 HiRAG INFO: Chunking time: 33.573s
02:28:58 HiRAG INFO: Chunking time: 33.571s
02:28:58 HiRAG INFO: Chunking time: 33.568s
02:28:58 HiRAG INFO: Chunking time: 33.572s
02:28:58 HiRAG INFO: Chunking time: 33.568s
02:28:58 HiRAG INFO: Chunking time: 33.563s
02:28:58 HiRAG INFO: Chunking time: 33.567s
02:28:58 HiRAG INFO: Chunking time: 33.562s
02:28:58 HiRAG INFO: Chunking time: 33.560s
02:28:58 HiRAG INFO: Chunking time: 33.558s
02:28:58 HiRAG INFO: Chunking time: 33.552s
02:28:58 HiRAG INFO: Chunking time: 33.551s
02:28:58 HiRAG INFO: Chunking time: 33.549s
02:28:58 HiRAG INFO: Chunking time: 33.547s
02:28:59 HiRAG INFO: Chunking time: 33.545s
02:28:59 HiRAG INFO: Chunking time: 33.543s
02:28:59 HiRAG INFO: Chunking time: 33.540s
02:28:59 HiRAG INFO: Chunking time: 33.539s
02:28:59 HiRAG INFO: Chunking time: 33.536s
02:28:59 HiRAG INFO: Chunking time: 33.528s
02:28:59 HiRAG INFO: Chunking time: 33.525s
02:28:59 HiRAG INFO: Chunking time: 33.513s
02:28:59 HiRAG INFO: Chunking time: 33.515s
02:28:59 HiRAG INFO: Chunking time: 33.517s
02:28:59 HiRAG INFO: Chunking time: 33.518s
02:28:59 HiRAG INFO: Chunking time: 33.518s
02:28:59 HiRAG INFO: Chunking time: 33.520s
02:28:59 HiRAG INFO: Chunking time: 33.520s
02:28:59 HiRAG INFO: Chunking time: 33.522s
02:28:59 HiRAG INFO: Chunking time: 33.523s
02:28:59 HiRAG INFO: Chunking time: 33.524s
02:28:59 HiRAG INFO: Chunking time: 33.525s
02:28:59 HiRAG INFO: Chunking time: 33.526s
02:28:59 HiRAG INFO: Chunking time: 33.528s
02:28:59 HiRAG INFO: Chunking time: 33.528s
02:28:59 HiRAG INFO: Chunking time: 33.530s
02:28:59 HiRAG INFO: Chunking time: 33.531s
02:28:59 HiRAG INFO: Chunking time: 33.532s
02:28:59 HiRAG INFO: Chunking time: 33.534s
02:28:59 HiRAG INFO: Chunking time: 33.534s
02:28:59 HiRAG INFO: Chunking time: 33.536s
02:28:59 HiRAG INFO: Chunking time: 33.537s
02:28:59 HiRAG INFO: Chunking time: 33.538s
02:28:59 HiRAG INFO: Chunking time: 33.539s
02:28:59 HiRAG INFO: Chunking time: 33.540s
02:28:59 HiRAG INFO: Chunking time: 33.542s
02:28:59 HiRAG INFO: Chunking time: 33.598s
02:28:59 HiRAG INFO: Chunking time: 33.545s
02:28:59 HiRAG INFO: Chunking time: 33.546s
02:28:59 HiRAG INFO: Chunking time: 33.547s
02:28:59 HiRAG INFO: Chunking time: 33.548s
02:28:59 HiRAG INFO: Chunking time: 33.549s
02:28:59 HiRAG INFO: Chunking time: 33.551s
02:28:59 HiRAG INFO: Chunking time: 33.551s
02:28:59 HiRAG INFO: Chunking time: 33.553s
02:28:59 HiRAG INFO: Chunking time: 33.553s
02:28:59 HiRAG INFO: Chunking time: 33.555s
02:28:59 HiRAG INFO: Chunking time: 33.556s
02:28:59 HiRAG INFO: Chunking time: 33.557s
02:28:59 HiRAG INFO: Chunking time: 33.558s
02:28:59 HiRAG INFO: Chunking time: 33.559s
02:28:59 HiRAG INFO: Chunking time: 33.561s
02:28:59 HiRAG INFO: Chunking time: 33.562s
02:28:59 HiRAG INFO: Chunking time: 33.562s
02:28:59 HiRAG INFO: Chunking time: 33.564s
02:28:59 HiRAG INFO: Chunking time: 33.565s
02:28:59 HiRAG INFO: Chunking time: 33.566s
02:28:59 HiRAG INFO: Chunking time: 33.567s
02:28:59 HiRAG INFO: Chunking time: 33.569s
02:28:59 HiRAG INFO: Chunking time: 33.569s
02:28:59 HiRAG INFO: Chunking time: 33.571s
02:28:59 HiRAG INFO: Chunking time: 33.573s
02:28:59 HiRAG INFO: Chunking time: 33.574s
02:28:59 HiRAG INFO: Chunking time: 33.574s
02:28:59 HiRAG INFO: Chunking time: 33.575s
02:28:59 HiRAG INFO: Chunking time: 33.576s
02:28:59 HiRAG INFO: Chunking time: 33.577s
02:28:59 HiRAG INFO: Chunking time: 33.579s
02:28:59 HiRAG INFO: Chunking time: 33.579s
02:28:59 HiRAG INFO: Chunking time: 33.581s
02:28:59 HiRAG INFO: Chunking time: 33.582s
02:28:59 HiRAG INFO: Chunking time: 33.583s
02:28:59 HiRAG INFO: Chunking time: 33.584s
02:28:59 HiRAG INFO: Chunking time: 33.586s
02:28:59 HiRAG INFO: Chunking time: 33.587s
02:28:59 HiRAG INFO: Chunking time: 33.589s
02:28:59 HiRAG INFO: Chunking time: 33.588s
02:28:59 HiRAG INFO: Chunking time: 33.589s
02:28:59 HiRAG INFO: Chunking time: 33.592s
02:28:59 HiRAG INFO: Chunking time: 33.592s
02:28:59 HiRAG INFO: Chunking time: 33.593s
02:28:59 HiRAG INFO: Chunking time: 33.595s
02:28:59 HiRAG INFO: Chunking time: 33.596s
02:28:59 HiRAG INFO: Chunking time: 33.602s
02:28:59 HiRAG INFO: Chunking time: 33.602s
02:28:59 HiRAG INFO: Chunking time: 33.602s
02:28:59 HiRAG INFO: Chunking time: 33.602s
02:28:59 HiRAG INFO: Chunking time: 33.598s
02:28:59 HiRAG INFO: Chunking time: 33.598s
02:28:59 HiRAG INFO: Chunking time: 33.598s
02:28:59 HiRAG INFO: Chunking time: 33.600s
02:28:59 HiRAG INFO: Chunking time: 33.600s
02:28:59 HiRAG INFO: Chunking time: 33.601s
02:28:59 HiRAG INFO: Chunking time: 33.603s
02:28:59 HiRAG INFO: Chunking time: 33.604s
02:28:59 HiRAG INFO: Chunking time: 33.606s
02:28:59 HiRAG INFO: Chunking time: 33.607s
02:28:59 HiRAG INFO: Chunking time: 33.609s
02:28:59 HiRAG INFO: Chunking time: 33.610s
02:28:59 HiRAG INFO: Chunking time: 33.612s
02:28:59 HiRAG INFO: Chunking time: 33.612s
02:28:59 HiRAG INFO: Chunking time: 33.614s
02:28:59 HiRAG INFO: Chunking time: 33.615s
02:28:59 HiRAG INFO: Chunking time: 33.617s
02:28:59 HiRAG INFO: Chunking time: 33.618s
02:28:59 HiRAG INFO: Chunking time: 33.619s
02:28:59 HiRAG INFO: Chunking time: 33.620s
02:28:59 HiRAG INFO: Chunking time: 33.621s
02:28:59 HiRAG INFO: Chunking time: 33.623s
02:28:59 HiRAG INFO: Chunking time: 33.624s
02:28:59 HiRAG INFO: Chunking time: 33.625s
02:28:59 HiRAG INFO: Chunking time: 33.626s
02:28:59 HiRAG INFO: Chunking time: 33.627s
02:28:59 HiRAG INFO: Chunking time: 33.628s
02:28:59 HiRAG INFO: Chunking time: 33.636s
02:28:59 HiRAG INFO: Chunking time: 33.631s
02:28:59 HiRAG INFO: Chunking time: 33.632s
02:28:59 HiRAG INFO: Chunking time: 33.634s
02:28:59 HiRAG INFO: Chunking time: 33.635s
02:28:59 HiRAG INFO: Chunking time: 33.636s
02:28:59 HiRAG INFO: Chunking time: 33.637s
02:28:59 HiRAG INFO: Chunking time: 33.639s
02:28:59 HiRAG INFO: Chunking time: 33.640s
02:28:59 HiRAG INFO: Chunking time: 33.642s
02:28:59 HiRAG INFO: Chunking time: 33.643s
02:28:59 HiRAG INFO: Chunking time: 33.645s
02:28:59 HiRAG INFO: Chunking time: 33.646s
02:28:59 HiRAG INFO: Chunking time: 33.647s
02:28:59 HiRAG INFO: Chunking time: 33.648s
02:28:59 HiRAG INFO: Chunking time: 33.649s
02:28:59 HiRAG INFO: Chunking time: 33.651s
02:28:59 HiRAG INFO: Chunking time: 33.652s
02:28:59 HiRAG INFO: Chunking time: 33.654s
02:28:59 HiRAG INFO: Chunking time: 33.655s
02:28:59 HiRAG INFO: Chunking time: 33.657s
02:28:59 HiRAG INFO: Chunking time: 33.658s
02:28:59 HiRAG INFO: Chunking time: 33.659s
02:28:59 HiRAG INFO: Chunking time: 33.660s
02:28:59 HiRAG INFO: Chunking time: 33.662s
02:28:59 HiRAG INFO: Chunking time: 33.663s
02:28:59 HiRAG INFO: Chunking time: 33.666s
02:28:59 HiRAG INFO: Chunking time: 33.666s
02:28:59 HiRAG INFO: Chunking time: 33.668s
02:28:59 HiRAG INFO: Chunking time: 33.669s
02:28:59 HiRAG INFO: Chunking time: 33.670s
02:28:59 HiRAG INFO: Chunking time: 33.671s
02:28:59 HiRAG INFO: Chunking time: 33.673s
02:28:59 HiRAG INFO: Chunking time: 33.674s
02:28:59 HiRAG INFO: Chunking time: 33.676s
02:28:59 HiRAG INFO: Chunking time: 33.676s
02:28:59 HiRAG INFO: Chunking time: 33.682s
02:28:59 HiRAG INFO: Chunking time: 33.683s
02:28:59 HiRAG INFO: Chunking time: 33.689s
02:28:59 HiRAG INFO: Chunking time: 33.689s
02:28:59 HiRAG INFO: Chunking time: 33.689s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.690s
02:28:59 HiRAG INFO: Chunking time: 33.693s
02:28:59 HiRAG INFO: Chunking time: 33.693s
02:28:59 HiRAG INFO: Chunking time: 33.694s
02:28:59 HiRAG INFO: Chunking time: 33.696s
02:28:59 HiRAG INFO: Chunking time: 33.697s
02:28:59 HiRAG INFO: Chunking time: 33.698s
02:28:59 HiRAG INFO: Chunking time: 33.699s
02:28:59 HiRAG INFO: Chunking time: 33.700s
02:28:59 HiRAG INFO: Chunking time: 33.701s
02:28:59 HiRAG INFO: Chunking time: 33.703s
02:28:59 HiRAG INFO: Chunking time: 33.705s
02:28:59 HiRAG INFO: Chunking time: 33.706s
02:28:59 HiRAG INFO: Chunking time: 33.707s
02:28:59 HiRAG INFO: Chunking time: 33.708s
02:28:59 HiRAG INFO: Chunking time: 33.710s
02:28:59 HiRAG INFO: Chunking time: 33.713s
02:28:59 HiRAG INFO: Chunking time: 33.715s
02:28:59 HiRAG INFO: Chunking time: 33.717s
02:28:59 HiRAG INFO: Chunking time: 33.718s
02:28:59 HiRAG INFO: Chunking time: 33.720s
02:28:59 HiRAG INFO: Chunking time: 33.721s
02:28:59 HiRAG INFO: Chunking time: 33.723s
02:28:59 HiRAG INFO: Chunking time: 33.724s
02:28:59 HiRAG INFO: Chunking time: 33.726s
02:28:59 HiRAG INFO: Chunking time: 33.727s
02:28:59 HiRAG INFO: Chunking time: 33.728s
02:28:59 HiRAG INFO: Chunking time: 33.729s
02:28:59 HiRAG INFO: Chunking time: 33.731s
02:28:59 HiRAG INFO: Chunking time: 33.732s
02:28:59 HiRAG INFO: Chunking time: 33.735s
02:28:59 HiRAG INFO: Chunking time: 33.736s
02:28:59 HiRAG INFO: Chunking time: 33.737s
02:28:59 HiRAG INFO: Chunking time: 33.739s
02:28:59 HiRAG INFO: Chunking time: 33.740s
02:28:59 HiRAG INFO: Chunking time: 33.741s
02:28:59 HiRAG INFO: Chunking time: 33.742s
02:28:59 HiRAG INFO: Chunking time: 33.744s
02:28:59 HiRAG INFO: Chunking time: 33.745s
02:28:59 HiRAG INFO: Chunking time: 33.746s
02:28:59 HiRAG INFO: Chunking time: 33.747s
02:28:59 HiRAG INFO: Chunking time: 33.748s
02:28:59 HiRAG INFO: Chunking time: 33.749s
02:28:59 HiRAG INFO: Chunking time: 33.751s
02:28:59 HiRAG INFO: Chunking time: 33.752s
02:28:59 HiRAG INFO: Chunking time: 33.753s
02:28:59 HiRAG INFO: Chunking time: 33.754s
02:28:59 HiRAG INFO: Chunking time: 33.756s
02:28:59 HiRAG INFO: Chunking time: 33.757s
02:28:59 HiRAG INFO: Chunking time: 33.758s
02:28:59 HiRAG INFO: Chunking time: 33.759s
02:28:59 HiRAG INFO: Chunking time: 33.761s
02:28:59 HiRAG INFO: Chunking time: 33.763s
02:28:59 HiRAG INFO: Chunking time: 33.765s
02:28:59 HiRAG INFO: Chunking time: 33.767s
02:28:59 HiRAG INFO: Chunking time: 33.768s
02:28:59 HiRAG INFO: Chunking time: 33.769s
02:28:59 HiRAG INFO: Chunking time: 33.770s
02:28:59 HiRAG INFO: Chunking time: 33.771s
02:28:59 HiRAG INFO: Chunking time: 33.773s
02:28:59 HiRAG INFO: Chunking time: 33.774s
02:28:59 HiRAG INFO: Chunking time: 33.774s
02:28:59 HiRAG INFO: Chunking time: 33.776s
02:28:59 HiRAG INFO: Chunking time: 33.777s
02:28:59 HiRAG INFO: Chunking time: 33.778s
02:28:59 HiRAG INFO: Chunking time: 33.779s
02:28:59 HiRAG INFO: Chunking time: 33.785s
02:28:59 HiRAG INFO: Chunking time: 33.786s
02:28:59 HiRAG INFO: Chunking time: 33.789s
02:28:59 HiRAG INFO: Chunking time: 33.789s
02:28:59 HiRAG INFO: Chunking time: 33.789s
02:28:59 HiRAG INFO: Chunking time: 33.790s
02:28:59 HiRAG INFO: Chunking time: 33.790s
02:28:59 HiRAG INFO: Chunking time: 33.792s
02:28:59 HiRAG INFO: Chunking time: 33.793s
02:28:59 HiRAG INFO: Chunking time: 33.795s
02:28:59 HiRAG INFO: Chunking time: 33.797s
02:28:59 HiRAG INFO: Chunking time: 33.798s
02:28:59 HiRAG INFO: Chunking time: 33.800s
02:28:59 HiRAG INFO: Chunking time: 33.800s
02:28:59 HiRAG INFO: Chunking time: 33.802s
02:28:59 HiRAG INFO: Chunking time: 33.803s
02:28:59 HiRAG INFO: Chunking time: 33.804s
02:28:59 HiRAG INFO: Chunking time: 33.805s
02:28:59 HiRAG INFO: Chunking time: 33.806s
02:28:59 HiRAG INFO: Chunking time: 33.807s
02:28:59 HiRAG INFO: Chunking time: 33.809s
02:28:59 HiRAG INFO: Chunking time: 33.810s
02:28:59 HiRAG INFO: Chunking time: 33.811s
02:28:59 HiRAG INFO: Chunking time: 33.813s
02:28:59 HiRAG INFO: Chunking time: 33.815s
02:28:59 HiRAG INFO: Chunking time: 33.815s
02:28:59 HiRAG INFO: Chunking time: 33.816s
02:28:59 HiRAG INFO: Chunking time: 33.818s
02:28:59 HiRAG INFO: Chunking time: 33.819s
02:28:59 HiRAG INFO: Chunking time: 33.821s
02:28:59 HiRAG INFO: Chunking time: 33.822s
02:28:59 HiRAG INFO: Chunking time: 33.824s
02:28:59 HiRAG INFO: Chunking time: 33.825s
02:28:59 HiRAG INFO: Chunking time: 33.826s
02:28:59 HiRAG INFO: Chunking time: 33.827s
02:28:59 HiRAG INFO: Chunking time: 33.828s
02:28:59 HiRAG INFO: Chunking time: 33.829s
02:28:59 HiRAG INFO: Chunking time: 33.831s
02:28:59 HiRAG INFO: Chunking time: 33.832s
02:28:59 HiRAG INFO: Chunking time: 33.834s
02:28:59 HiRAG INFO: Chunking time: 33.834s
02:28:59 HiRAG INFO: Chunking time: 33.836s
02:28:59 HiRAG INFO: Chunking time: 33.836s
02:28:59 HiRAG INFO: Chunking time: 33.837s
02:28:59 HiRAG INFO: Chunking time: 33.838s
02:28:59 HiRAG INFO: Chunking time: 33.840s
02:28:59 HiRAG INFO: Chunking time: 33.841s
02:28:59 HiRAG INFO: Chunking time: 33.843s
02:28:59 HiRAG INFO: Chunking time: 33.845s
02:28:59 HiRAG INFO: Chunking time: 33.847s
02:28:59 HiRAG INFO: Chunking time: 33.848s
02:28:59 HiRAG INFO: Chunking time: 33.850s
02:28:59 HiRAG INFO: Chunking time: 33.851s
02:28:59 HiRAG INFO: Chunking time: 33.852s
02:28:59 HiRAG INFO: Chunking time: 33.853s
02:28:59 HiRAG INFO: Chunking time: 33.854s
02:28:59 HiRAG INFO: Chunking time: 33.859s
02:28:59 HiRAG INFO: Chunking time: 33.859s
02:28:59 HiRAG INFO: Chunking time: 33.859s
02:28:59 HiRAG INFO: Chunking time: 33.859s
02:28:59 HiRAG INFO: Chunking time: 33.860s
02:28:59 HiRAG INFO: Chunking time: 33.860s
02:28:59 HiRAG INFO: Chunking time: 33.860s
02:28:59 HiRAG INFO: Chunking time: 33.862s
02:28:59 HiRAG INFO: Chunking time: 33.863s
02:28:59 HiRAG INFO: Chunking time: 33.864s
02:28:59 HiRAG INFO: Chunking time: 33.865s
02:28:59 HiRAG INFO: Chunking time: 33.866s
02:28:59 HiRAG INFO: Chunking time: 33.868s
02:28:59 HiRAG INFO: Chunking time: 33.870s
02:28:59 HiRAG INFO: Chunking time: 33.871s
02:28:59 HiRAG INFO: Chunking time: 33.873s
02:28:59 HiRAG INFO: Chunking time: 33.873s
02:28:59 HiRAG INFO: Chunking time: 33.874s
02:28:59 HiRAG INFO: Chunking time: 33.875s
02:28:59 HiRAG INFO: Chunking time: 33.876s
02:28:59 HiRAG INFO: Chunking time: 33.879s
02:28:59 HiRAG INFO: Chunking time: 33.880s
02:28:59 HiRAG INFO: Chunking time: 33.882s
02:28:59 HiRAG INFO: Chunking time: 33.883s
02:28:59 HiRAG INFO: Chunking time: 33.884s
02:28:59 HiRAG INFO: Chunking time: 33.886s
02:28:59 HiRAG INFO: Chunking time: 33.886s
02:28:59 HiRAG INFO: Chunking time: 33.889s
02:28:59 HiRAG INFO: Chunking time: 33.890s
02:28:59 HiRAG INFO: Chunking time: 33.891s
02:28:59 HiRAG INFO: Chunking time: 33.892s
02:28:59 HiRAG INFO: Chunking time: 33.894s
02:28:59 HiRAG INFO: Chunking time: 33.895s
02:28:59 HiRAG INFO: Chunking time: 33.895s
02:28:59 HiRAG INFO: Chunking time: 33.897s
02:28:59 HiRAG INFO: Chunking time: 33.897s
02:28:59 HiRAG INFO: Chunking time: 33.899s
02:28:59 HiRAG INFO: Chunking time: 33.900s
02:28:59 HiRAG INFO: Chunking time: 33.901s
02:28:59 HiRAG INFO: Chunking time: 33.902s
02:28:59 HiRAG INFO: Chunking time: 33.904s
02:28:59 HiRAG INFO: Chunking time: 33.905s
02:28:59 HiRAG INFO: Chunking time: 33.906s
02:28:59 HiRAG INFO: Chunking time: 33.907s
02:28:59 HiRAG INFO: Chunking time: 33.908s
02:28:59 HiRAG INFO: Chunking time: 33.909s
